卫视频道,#genre#
CCTV-5体育,http://1.58.66.11:4000/rtp/229.58.190.60:5000$黑龙江联通
CCTV-5+体育赛事,http://1.58.66.11:4000/rtp/229.58.190.154:5000$黑龙江联通
CCTV-6电影,http://1.58.66.11:4000/rtp/229.58.190.61:5000$黑龙江联通
CCTV-7国防军事,http://1.58.66.11:4000/rtp/229.58.190.132:5000$黑龙江联通
CCTV-8电视剧,http://1.58.66.11:4000/rtp/229.58.190.63:5000$黑龙江联通
CCTV-9纪录,http://1.58.66.11:4000/rtp/229.58.190.156:5000$黑龙江联通
CCTV-10科教,http://1.58.66.11:4000/rtp/229.58.190.157:5000$黑龙江联通
CCTV-11戏曲,http://1.58.66.11:4000/rtp/229.58.190.134:5000$黑龙江联通
CCTV-12社会与法,http://1.58.66.11:4000/rtp/229.58.190.158:5000$黑龙江联通
CCTV-13新闻,http://1.58.66.11:4000/rtp/229.58.190.136:5000$黑龙江联通
CCTV-14少儿,http://1.58.66.11:4000/rtp/229.58.190.159:5000$黑龙江联通
CCTV-15音乐,http://1.58.66.11:4000/rtp/229.58.190.127:5000$黑龙江联通
CCTV-17农业农村,http://1.58.66.11:4000/rtp/229.58.190.211:5000$黑龙江联通
CCTV第一剧场,http://1.58.66.11:4000/rtp/229.58.190.21:5000$黑龙江联通
CCTV兵器科技,http://1.58.66.11:4000/rtp/229.58.190.29:5000$黑龙江联通
CCTV风云音乐,http://1.58.66.11:4000/rtp/229.58.190.190:5000$黑龙江联通
CCTV央视文化精品,http://1.58.66.11:4000/rtp/229.58.190.189:5000$黑龙江联通
CETV1,http://1.58.66.11:4000/rtp/229.58.190.57:5000$黑龙江联通
CETV2,http://1.58.66.11:4000/rtp/229.58.190.59:5000$黑龙江联通
CETV4,http://1.58.66.11:4000/rtp/229.58.190.66:5000$黑龙江联通
数字频道,#genre#
金鹰卡通,http://1.58.66.11:4000/rtp/229.58.190.98:5000$黑龙江联通
快乐垂钓,http://1.58.66.11:4000/rtp/229.58.190.113:5000$黑龙江联通
茶频道,http://1.58.66.11:4000/rtp/229.58.190.111:5000$黑龙江联通
上海动漫秀场,http://1.58.66.11:4000/rtp/229.58.190.78:5000$黑龙江联通
上海都市剧场,http://1.58.66.11:4000/rtp/229.58.190.85:5000$黑龙江联通
上海法治天地,http://1.58.66.11:4000/rtp/229.58.190.110:5000$黑龙江联通
上海生活时尚,http://1.58.66.11:4000/rtp/229.58.190.102:5000$黑龙江联通
上海金色学堂,http://1.58.66.11:4000/rtp/229.58.190.77:5000$黑龙江联通
上海乐游,http://1.58.66.11:4000/rtp/229.58.190.106:5000$黑龙江联通
河南梨园频道,http://1.58.66.11:4000/rtp/229.58.190.152:5000$黑龙江联通
百视通热播剧场,http://1.58.66.11:4000/rtp/229.58.190.75:5000$黑龙江联通
经典剧场,http://1.58.66.11:4000/rtp/229.58.190.94:5000$黑龙江联通
魅力足球,http://1.58.66.11:4000/rtp/229.58.190.112:5000$黑龙江联通
卡酷少儿,http://1.58.66.11:4000/rtp/229.58.190.186:5000$黑龙江联通
嘉佳卡通,http://1.58.66.11:4000/rtp/229.58.190.107:5000$黑龙江联通
优漫卡通,http://1.58.66.11:4000/rtp/229.58.190.165:5000$黑龙江联通
哈哈炫动,http://1.58.66.11:4000/rtp/229.58.190.96:5000$黑龙江联通
天元围棋,http://1.58.66.11:4000/rtp/229.58.190.6:5000$黑龙江联通
☘️河南省,#genre#
河南文物宝库,http://1.58.66.11:4000/rtp/229.58.190.167:5000$黑龙江联通
